Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,1,0,4464,5,2
Canada,0,0,0,0,2
Argentina,0,0,4442,0,0
Belgium,0,0,0,0,0
Brazil,0,0,15,0,0
France,0,0,6,5,0
Italy,0,0,0,0,0
United States of America,1,0,0,0,0
HHI,1,0,0.988355052,1,1
