Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,1116,1051,2163,3125,2841,5215,4003,7024,3633,4267,8450,4972,5783,5856,5321,9617,4725,4271
Australia,520,425,422,817,1342,2043,1654,2251,851,1579,1777,1739,1319,1148,1048,1289,2436,1380
Fiji,102,81,153,147,116,219,382,198,104,153,257,101,424,376,348,590,576,439
China,28,47,133,203,191,486,240,371,518,163,2090,639,572,1492,766,647,28,425
New Zealand,70,133,240,400,712,588,436,805,469,478,603,295,568,260,286,326,353,403
Denmark,29,0,0,0,0,39,52,113,195,230,141,144,6,213,382,483,136,338
India,217,165,165,531,151,884,71,1206,383,783,1149,661,906,821,470,5250,175,330
Netherlands,77,53,0,103,47,113,132,100,287,214,776,98,82,515,926,309,387,222
United States of America,1,1,3,0,5,2,1,1047,513,121,594,18,457,114,284,183,218,193
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,123,0,82,0,0,0,0,148
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,118
Malaysia,2,4,1,10,1,153,178,369,43,178,253,369,273,290,398,313,38,117
United Kingdom,25,48,0,55,34,32,31,27,80,160,70,100,196,125,67,59,33,29
Singapore,5,9,93,31,13,20,97,48,6,2,8,13,7,14,6,7,4,25
Papua New Guinea,15,21,938,625,171,362,432,393,128,86,300,61,187,22,5,9,6,17
"Hong Kong, China",5,1,6,1,6,30,19,4,1,31,51,1,13,19,11,44,11,16
Germany,0,0,0,33,0,0,3,0,1,9,68,4,214,115,0,36,0,14
Switzerland,0,29,0,0,6,0,0,0,0,0,1,0,126,0,0,0,0,12
Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Thailand,0,0,0,21,0,1,0,10,0,0,1,17,83,5,9,0,0,10
"Taipei, Chinese",0,0,5,2,3,0,12,14,11,1,33,18,1,6,0,0,0,8
Vanuatu,0,0,0,0,0,0,1,0,0,0,5,69,53,134,27,26,13,8
Samoa,0,0,0,0,0,0,2,0,0,0,2,4,2,2,4,4,10,5
"Korea, Republic of",0,0,3,0,0,17,0,4,0,0,0,1,0,0,200,1,104,2
Spain,0,0,0,0,0,0,3,0,0,0,76,19,5,26,1,0,0,2
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,1
Austria,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
Belgium,0,0,0,0,1,220,0,9,0,0,0,485,1,2,0,0,12,0
Brunei Darussalam,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0
Cambodia,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,2,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0
Chile,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
Dominica,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,1,0,0,0,0,43,24,1,25,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Indonesia,0,12,1,4,7,1,241,22,1,0,0,0,1,5,2,0,0,0
Ireland,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Italy,7,0,0,0,0,0,0,17,11,10,9,15,17,54,1,0,70,0
Japan,9,0,0,141,1,0,10,0,0,3,9,15,3,40,1,10,0,0
Curaçao,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3,0,0
Philippines,0,0,0,0,0,4,5,16,1,0,1,7,8,0,5,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
South Africa,0,0,0,0,0,0,0,0,0,0,50,80,76,6,61,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HHI,0.364734129,0.282170281,0.314853758,0.206196747,0.412024596,0.296091723,0.313699535,0.259873889,0.195623724,0.270822994,0.235224319,0.280562526,0.202064279,0.235630695,0.190847196,0.456215211,0.419690685,0.239913393
