,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,4.4837337116666496e-05,4.0066889573889395e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8938030366750291e-06,1.4134175730206854e-05,1.268563309766246e-05,7.256724420700004e-06,0.0,1.7343941734545068e-05,0.0,0.0,5.302695536897923e-05,0.0
1,0.0,0.0,0.0,1.312783889516108e-05,0.0,1.4105765026166192e-05,0.0,0.0,0.0,0.0,1.450179097118494e-05,2.7686937053448388e-06,0.00011098816898953011,0.0,0.0,0.0,0.0004204190914522,1.232187193878494e-05,0.0,0.0
2,0.00026752810078448216,0.00026707566549409844,0.0002103207356710853,0.00023098263419276551,0.0005157029199653992,0.000272918094896534,0.0006057277411096874,0.0004734465931141853,0.00017451268092257116,7.395570932838813e-05,0.0005738247146675782,0.0006990727299170999,4.667978155339062e-05,0.0001535384049900341,0.0,6.072248609624779e-07,1.659549045206116e-05,6.16093596939247e-06,0.0001210108406805063,2.647337572603233e-05
3,0.0006872030009558741,0.0017598126921486547,0.0006680966278701,2.187973149193513e-05,0.0004083979926245914,0.0006642168842057323,0.0,4.23169369308372e-05,6.065630117875412e-05,0.0,0.00010468787336068658,0.00011195534603283594,0.004282394226556919,0.0,0.0,8.85615805419353e-05,0.0001524235389108564,5.5800937577364326e-05,0.0023992658977816817,1.660160602322245e-05
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.054691764896176e-06,0.0,0.0,0.0,4.228544365887487e-06,0.0003810400806534,0.0005841641018030469,9.060170648804804e-06,1.3224075354590312e-06,0.0,0.0,0.0
5,3.963126898623735e-06,1.0064915031725406e-05,0.00045565283779316256,0.0007121727556646085,0.0009310806587150382,0.0007138013476788621,0.00023897441051251724,8.160153485222878e-05,0.00015667489694492804,0.0001606922126081,4.9125787142706675e-05,3.96857349912529e-05,0.0,5.386482475331128e-05,3.982516343702213e-05,2.3667635308591402e-05,9.195850909980771e-05,9.660688075503733e-05,0.00012089939655322686,0.0001853136300822
6,1.5173816063001685e-05,4.090823958899129e-05,0.0,3.0631624088709183e-05,0.00026044377758568325,0.00015159372716628768,0.0003541954450465,0.0005331934053285,0.0002665234816716695,0.0003790688092295,0.0004148499774352039,0.0008010126139603234,4.206188810425647e-05,0.00020769875201432866,0.0005080938636223422,1.4857424298713037e-06,1.4464099965702656e-05,3.109789170306461e-05,0.00018550610099866467,0.0008276388987287335
7,0.0,0.0,0.0,0.0,9.931268550207824e-05,0.0003013734538882201,0.03232722255979704,0.000624060403026502,0.00035383302897342746,0.00024784157434278796,0.00014364111133991612,0.00028420962254683565,0.09124668433832578,0.0015226334747679654,0.0014819545316738002,0.002514287991760314,0.0024845690010067496,0.007139050555901208,0.001230782598603582,0.0025996155885825187
8,0.17051077049269378,0.11921905508792988,0.17148714297521006,0.054768377820078595,0.07675314025575723,0.11376396449741161,0.13359475085139727,0.20868643258204406,0.13701919055247783,0.0880806095816069,0.06843940437857408,0.14591737726054232,1.1263057440546665e-05,0.16328453028757411,0.07948163961124521,0.07182817804876156,0.06401831785823026,0.0626390778561175,0.07713628223035791,0.06961692990328745
9,0.0,0.0005439709882139,0.0,0.0001181505500564,0.0012602621872467002,0.0023979800544482,0.0013990720079339,0.0020566031348386,0.0009870123275035401,0.0,0.0,0.0012238864977632505,0.00021221728236948053,1.587667002722849e-05,0.0,0.0010790002155622162,1.8342072854203083e-05,1.848280790817741e-05,1.2072694688466637e-05,1.5884025435619396e-05
10,6.069526425200674e-05,1.9316737455416265e-05,0.000413165019867,5.688730187903134e-05,8.970139209321509e-05,0.0,0.0008315574345623019,0.004930673894867782,0.0006504502442224512,0.0,0.014062144434961801,0.032509045671281434,0.002142562864128401,0.04497485568200611,0.05095760287625189,0.04881985218646268,0.055658781727845,0.05848817060406738,0.043183979719407836,0.04817807493420834
11,0.0011076885725991,0.0006574181971471733,0.00036381727585356536,0.0001530259476199164,0.00039146397028713134,0.001793099542973179,0.000592993724143712,0.0009638635453468241,0.0002053492855091803,0.0,0.0002301914003073969,0.00027202669414348453,0.002165817414012548,0.0017500327388048948,0.00021737265433497975,0.0006648675517474072,0.000423494457659368,0.0005729637866344218,0.0005722225604860749,0.00024916109353568356
12,0.0,0.00095497129042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.863993944724468e-06,0.0,0.0,0.0,5.531830150687053e-06,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.067087865103427e-06,1.268563309766246e-05,0.0,0.0,0.0,1.659549045206116e-05,0.0,0.0,0.0
14,9.010361749843468e-05,0.003552107566612196,1.5082534283905903e-06,5.151647281224565e-05,0.0002240788757642,4.646552847248447e-05,0.0,0.0008700601264937084,0.00014091448459325123,0.0,0.001376317781854359,9.033379841838573e-06,0.03671016596566416,0.0010374040489318822,0.0011491634145606303,0.00019142316559187908,0.00040296910632729043,0.00020722247765734693,4.2122944542638786e-05,0.0
15,0.0,0.0,0.0,0.0,0.0008386952207176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.01295435761928895,0.027096808286503443,0.0107950349871655,0.001956047995379,0.0377947987463875,0.0102125738789443,0.0159033754825912,0.004248620467856,1.516407529468853e-05,0.0,1.450179097118494e-05,0.0002968176903343,0.00526388123533112,0.0,0.00151031832261311,0.0003580321988832569,6.134319223109145e-05,0.00013729937359297192,0.000356318301741008,0.00041481609025301847
17,0.0,0.0,0.0,0.0,5.121802874611864e-05,0.0001340047677485,0.0,0.0,0.0,0.0,4.833930323728314e-06,0.0,5.497107675653733e-05,0.0,0.0,0.0,5.531830150687053e-06,0.0,0.0,5.294675145206466e-06
18,0.0,0.0,0.0,0.0,6.402253593264829e-06,0.0,0.0,1.6926774772334878e-05,0.0,1.2385950061804697e-06,0.0006332448724084,0.0,0.0006835443796302406,0.0009605385366473,0.00022521984206416815,1.2408289641635294e-05,1.6125429823202709e-06,9.857497551027952e-05,0.00014737580220937523,2.048168515214249e-05
19,0.000348997769449,1.2088244182532487e-05,9.669819613910476e-05,1.312783889516108e-05,0.0010356902247190757,4.991661659119555e-05,2.540157794070768e-06,1.6926774772334878e-05,2.5273458824480884e-05,0.0,2.4169651618641568e-05,5.183962021469813e-05,0.00012621413982949483,7.938335013614244e-06,7.600636410919809e-06,5.9423825846839695e-05,6.085013165755759e-05,0.0001848280790817,0.0011856662136985943,0.0018222483732110541
20,0.0,0.0002780296161982,0.0,0.0,0.0010541197062005564,0.001961568152850003,0.0004473550592214596,7.617048647550696e-05,5.054691764896176e-06,0.0004779563246806,0.0015361184975370282,0.0004381594476364,5.8815197667510275e-05,0.000793820182502301,0.00014441196704582146,0.0,3.637598709976955e-05,3.366398017408491e-05,1.0041594980114892e-05,9.356267309613708e-05
21,0.014837662716113018,0.017150149929283768,0.006658771998751688,0.002505611809453788,0.005118694022305397,0.007446885026194378,0.012720240135833904,0.015254848570279875,0.009973744566721876,0.0118665018541409,0.013445434763422527,0.03296744022574393,0.00038737105650599966,0.045064863502599785,0.04574231546439859,0.026623396375387413,0.01274733741161237,0.017350449198129527,0.05174344134874057,0.04220572056984463
