Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,601,26,506,23,263
United States of America,225,1,490,1,257
Spain,0,0,0,0,5
Canada,8,22,2,0,1
Cuba,0,0,0,0,0
Dominican Republic,360,0,0,15,0
France,0,0,0,0,0
Germany,0,0,0,1,0
Guatemala,0,0,0,7,0
Israel,0,0,14,0,0
Netherlands,8,0,0,0,0
Portugal,0,0,0,0,0
Trinidad and Tobago,0,3,0,0,0
HHI,0.413244191,0.656572393,0.926139042,0.444630237,0.946477255
